Symbol,Dollar_Symbol,Name
RJF,$RJF,Raymond James Financial Inc. Common Stock
RKLB,$RKLB,Rocket Lab USA Inc. Common Stock
RKT,$RKT,Rocket Companies Inc. Class A Common Stock
RL,$RL,Ralph Lauren Corporation Common Stock
RLAY,$RLAY,Relay Therapeutics Inc. Common Stock
RLGT,$RLGT,Radiant Logistics Inc. Common Stock
RLI,$RLI,RLI Corp. Common Stock (DE)
RLJ,$RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value
RLX,$RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share
RM,$RM,Regional Management Corp. Common Stock
RMAX,$RMAX,RE/MAX Holdings Inc. Class A Common Stock
RMBS,$RMBS,Rambus Inc. Common Stock
RMD,$RMD,ResMed Inc. Common Stock
RMM,$RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock
RMMZ,$RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc. Common Stock
RMR,$RMR,The RMR Group Inc. Class A Common Stock
RMT,$RMT,Royce Micro-Cap Trust Inc. Common Stock
RNA,$RNA,Avidity Biosciences Inc. Common Stock
RNG,$RNG,RingCentral Inc. Class A Common Stock
RNP,$RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares
RNR,$RNR,RenaissanceRe Holdings Ltd. Common Stock
RNST,$RNST,Renasant Corporation Common Stock
RNW,$RNW,ReNew Energy Global plc Class A Ordinary Shares
ROAD,$ROAD,Construction Partners Inc. Class A Common Stock
ROCK,$ROCK,Gibraltar Industries Inc. Common Stock
ROG,$ROG,Rogers Corporation Common Stock
ROIC,$ROIC,Retail Opportunity Investments Corp. Common Stock (MD)
ROIV,$ROIV,Roivant Sciences Ltd. Common Shares
ROIVW,$ROIVW,Roivant Sciences Ltd. Warrant
ROK,$ROK,Rockwell Automation Inc. Common Stock
ROKU,$ROKU,Roku Inc. Class A Common Stock
ROL,$ROL,Rollins Inc. Common Stock
ROP,$ROP,Roper Technologies Inc. Common Stock
ROST,$ROST,Ross Stores Inc. Common Stock
ROVR,$ROVR,Rover Group Inc. Class A Common Stock
RPAY,$RPAY,Repay Holdings Corporation Class A Common Stock
RPD,$RPD,Rapid7 Inc. Common Stock
RPM,$RPM,RPM International Inc. Common Stock
RPRX,$RPRX,Royalty Pharma plc Class A Ordinary Shares 
RPT,$RPT,RPT Realty Common Stock
RPTX,$RPTX,Repare Therapeutics Inc. Common Shares
RQI,$RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares
RRBI,$RRBI,Red River Bancshares Inc. Common Stock
RRC,$RRC,Range Resources Corporation Common Stock
RRR,$RRR,Red Rock Resorts Inc. Class A Common Stock
RRX,$RRX,Regal Rexnord Corporation Common Stock
RS,$RS,Reliance Steel & Aluminum Co. Common Stock (DE)
RSG,$RSG,Republic Services Inc. Common Stock
RSI,$RSI,Rush Street Interactive Inc. Class A Common Stock
RSKD,$RSKD,Riskified Ltd. Class A Ordinary Shares
RSVR,$RSVR,Reservoir Media Inc. Common Stock
RTL,$RTL,The Necessity Retail REIT Inc. Class A Common Stock
RTLPO,$RTLPO,The Necessity Retail REIT Inc. 7.375% Series C Cumulative Redeemable Preferred Stock
RTLPP,$RTLPP,The Necessity Retail REIT Inc. 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock
RTO,$RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares)
RTX,$RTX,RTX Corporation Common Stock
RUM,$RUM,Rumble Inc. Class A Common Stock
RUMBW,$RUMBW,Rumble Inc. Warrant
RUN,$RUN,Sunrun Inc. Common Stock
RUSHA,$RUSHA,Rush Enterprises Inc. Common Stock Cl A
RUSHB,$RUSHB,Rush Enterprises Inc. Class B
RVLV,$RVLV,Revolve Group Inc. Class A Common Stock
RVMD,$RVMD,Revolution Medicines Inc. Common Stock
RVNC,$RVNC,Revance Therapeutics Inc. Common Stock
RVT,$RVT,Royce Value Trust Inc. Common Stock
RVTY,$RVTY,Revvity Inc. Common Stock
RWAY,$RWAY,Runway Growth Finance Corp. Common Stock
RWAYL,$RWAYL,Runway Growth Finance Corp. 7.50% Notes due 2027
RWAYZ,$RWAYZ,Runway Growth Finance Corp. 8.00% Notes due 2027
RWT,$RWT,Redwood Trust Inc. Common Stock
RXO,$RXO,RXO Inc. Common Stock
RXRX,$RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock
RXST,$RXST,RxSight Inc. Common Stock
RXT,$RXT,Rackspace Technology Inc. Common Stock
RY,$RY,Royal Bank Of Canada Common Stock
RYAAY,$RYAAY,Ryanair Holdings plc American Depositary Shares
RYAM,$RYAM,Rayonier Advanced Materials Inc. Common Stock
RYAN,$RYAN,Ryan Specialty Holdings Inc. Class A Common Stock
RYI,$RYI,Ryerson Holding Corporation Common Stock
RYN,$RYN,Rayonier Inc. REIT Common Stock
RYTM,$RYTM,Rhythm Pharmaceuticals Inc. Common Stock
RZB,$RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056
RZC,$RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052
$S,$S,SentinelOne Inc. Class A Common Stock
SA,$SA,Seabridge Gold Inc. Ordinary Shares (Canada)
SABR,$SABR,Sabre Corporation Common Stock
SABRP,$SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock
SACC,$SACC,Sachem Capital Corp. 6.875% Notes due 2024
SAFE,$SAFE,Safehold Inc. New Common Stock 
SAFT,$SAFT,Safety Insurance Group Inc. Common Stock
SAGE,$SAGE,Sage Therapeutics Inc. Common Stock
SAH,$SAH,Sonic Automotive Inc. Common Stock
SAIA,$SAIA,Saia Inc. Common Stock
SAIC,$SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock
SAM,$SAM,Boston Beer Company Inc. (The) Common Stock
SAN,$SAN,Banco Santander S.A. Sponsored ADR (Spain)
SANA,$SANA,Sana Biotechnology Inc. Common Stock
SAND          ,$SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada)
SANM,$SANM,Sanmina Corporation Common Stock
SAP,$SAP,SAP  SE ADS
SAR,$SAR,Saratoga Investment Corp New
SASR,$SASR,Sandy Spring Bancorp Inc. Common Stock
SATS,$SATS,EchoStar  Corporation Common Stock
SATX,$SATX,SatixFy Communications Ltd. Ordinary Share
SAVA,$SAVA,Cassava Sciences Inc. Common Stock
SAVE,$SAVE,Spirit Airlines Inc. Common Stock
SAY,$SAY,Saratoga Investment Corp 8.125% Notes due 2027
SAZ,$SAZ,Saratoga Investment Corp 8.50% Notes due 2028
SB,$SB,Safe Bulkers Inc Common Stock ($0.001 par value)
SBAC,$SBAC,SBA Communications Corporation Class A Common Stock
SBBA,$SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025
SBCF,$SBCF,Seacoast Banking Corporation of Florida Common Stock
SBGI,$SBGI,Sinclair Inc. Class A Common Stock
SBH,$SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock
SBLK,$SBLK,Star Bulk Carriers Corp. Common Shares
SBOW,$SBOW,SilverBow Resorces Inc. Common Stock
SBR,$SBR,Sabine Royalty Trust Common Stock
SBRA,$SBRA,Sabra Health Care REIT Inc. Common Stock
SBS,$SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)
SBSI,$SBSI,Southside Bancshares Inc. Common Stock
SBSW,$SBSW,D/B/A Sibanye-Stillwater Limited ADS
SBT,$SBT,Sterling Bancorp Inc. Common Stock
SBUX,$SBUX,Starbucks Corporation Common Stock
SCCB,$SCCB,Sachem Capital Corp. 7.125% Notes due 2024
SCCC,$SCCC,Sachem Capital Corp. 7.75% Notes due 2025
SCCD,$SCCD,Sachem Capital Corp. 6.00% Notes due 2026
SCCE,$SCCE,Sachem Capital Corp. 6.00% Notes due 2027
SCCF,$SCCF,Sachem Capital Corp. 7.125% Notes due 2027
SCCG,$SCCG,Sachem Capital Corp. 8.00% Notes due 2027
SCCO,$SCCO,Southern Copper Corporation Common Stock
SCHL,$SCHL,Scholastic Corporation Common Stock
SCHN,$SCHN,Schnitzer Steel Industries Inc. Class A Common Stock
SCHW,$SCHW,Charles Schwab Corporation (The) Common Stock
SCI,$SCI,Service Corporation International Common Stock
SCL,$SCL,Stepan Company Common Stock
SCLX,$SCLX,Scilex Holding Company Common Stock
SCM,$SCM,Stellus Capital Investment Corporation Common Stock
SCPH,$SCPH,scPharmaceuticals Inc. Common Stock
SCPL,$SCPL,SciPlay Corporation Class A Common Stock
SCS,$SCS,Steelcase Inc. Common Stock
SCSC,$SCSC,ScanSource Inc. Common Stock
SCU,$SCU,Sculptor Capital Management Inc. Class A Common Stock
SCVL,$SCVL,Shoe Carnival Inc. Common Stock
SCWX,$SCWX,SecureWorks Corp. Class A Common Stock
SD,$SD,SandRidge Energy Inc. Common Stock
SDC,$SDC,SmileDirectClub Inc. Class A Common Stock
SDGR,$SDGR,Schrodinger Inc. Common Stock
SDHY,$SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares
SDIG,$SDIG,Stronghold Digital Mining Inc. Class A Common Stock
SDRL,$SDRL,Seadrill Limited Common Shares
SE,$SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share
SEAS,$SEAS,SeaWorld Entertainment Inc. Common Stock
SEAT,$SEAT,Vivid Seats Inc. Class A Common Stock
SEATW,$SEATW,Vivid Seats Inc. Warrant
SEB,$SEB,Seaboard Corporation Common Stock
SEDG,$SEDG,SolarEdge Technologies Inc. Common Stock
SEE,$SEE,Sealed Air Corporation Common Stock
SEER,$SEER,Seer Inc. Class A Common Stock
SEIC,$SEIC,SEI Investments Company Common Stock
SEM,$SEM,Select Medical Holdings Corporation Common Stock
SEMR,$SEMR,SEMrush Holdings Inc. Class A Common Stock
SENS,$SENS,Senseonics Holdings Inc. Common Stock
SES,$SES,SES AI Corporation Class A Common Stock
SF,$SF,Stifel Financial Corporation Common Stock
SFB,$SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047
SFBS,$SFBS,ServisFirst Bancshares Inc. Common Stock
SFIX,$SFIX,Stitch Fix Inc. Class A Common Stock
SFL,$SFL,SFL Corporation Ltd
SFM,$SFM,Sprouts Farmers Market Inc. Common Stock
SFNC,$SFNC,Simmons First National Corporation Class A Common Stock
SG,$SG,Sweetgreen Inc. Class A Common Stock
SGEN,$SGEN,Seagen Inc. Common Stock
SGH,$SGH,SMART Global Holdings Inc. Ordinary Shares
SGHC,$SGHC,Super Group (SGHC) Limited Ordinary Shares
SGHT,$SGHT,Sight Sciences Inc. Common Stock
SGML,$SGML,Sigma Lithium Corporation Common Shares
SGRY,$SGRY,Surgery Partners Inc. Common Stock
SGU,$SGU,Star Group L.P. Common Stock
SHAK,$SHAK,Shake Shack Inc. Class A Common Stock
SHC,$SHC,Sotera Health Company Common Stock
SHCO,$SHCO,Soho House & Co Inc. Class A Common Stock
SHCR,$SHCR,Sharecare Inc. Class A Common Stock
SHEL,$SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) 
SHEN,$SHEN,Shenandoah Telecommunications Co Common Stock
SHG,$SHG,Shinhan Financial Group Co Ltd American Depositary Shares
SHLS,$SHLS,Shoals Technologies Group Inc. Class A Common Stock
SHO,$SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares
SHOO,$SHOO,Steven Madden Ltd. Common Stock
SHOP,$SHOP,Shopify Inc. Class A Subordinate Voting Shares
SHW,$SHW,Sherwin-Williams Company (The) Common Stock
SHYF,$SHYF,The Shyft Group Inc. Common Stock
SIBN,$SIBN,SI-BONE Inc. Common Stock
SID,$SID,Companhia Siderurgica Nacional S.A. Common Stock
SIFY,$SIFY,Sify Technologies Limited American Depositary Shares
SIG,$SIG,Signet Jewelers Limited Common Shares
SIGA,$SIGA,SIGA Technologies Inc. Common Stock
SIGI,$SIGI,Selective Insurance Group Inc. Common Stock
SIGIP,$SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B
SII,$SII,Sprott Inc. Common Shares
SILK,$SILK,Silk Road Medical Inc. Common Stock
SILV,$SILV,SilverCrest Metals Inc. Common Shares
SIM,$SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares
SIMO,$SIMO,Silicon Motion Technology Corporation American Depositary Shares
SIRI,$SIRI,Sirius XM Holdings Inc. Common Stock
SITC,$SITC,SITE Centers Corp. Common Stock
SITE,$SITE,SiteOne Landscape Supply Inc. Common Stock
SITM,$SITM,SiTime Corporation Common Stock
SIX,$SIX,Six Flags Entertainment Corporation New Common Stock
SJM,$SJM,J.M. Smucker Company (The) New Common Stock
SJT,$SJT,San Juan Basin Royalty Trust Common Stock
SJW,$SJW,SJW Group Common Stock (DE)
SKE,$SKE,Skeena Resources Limited Common Shares
SKIN,$SKIN,The Beauty Health Company Class A Common Stock
SKLZ,$SKLZ,Skillz Inc. Class A Common Stock
SKM,$SKM,SK Telecom Co. Ltd. Common Stock
SKT,$SKT,Tanger Factory Outlet Centers Inc. Common Stock
SKWD,$SKWD,Skyward Specialty Insurance Group Inc. Common Stock
SKX,$SKX,Skechers U.S.A. Inc. Common Stock
SKY,$SKY,Skyline Champion Corporation Common Stock
SKYT,$SKYT,SkyWater Technology Inc. Common Stock
SKYW,$SKYW,SkyWest Inc. Common Stock
SLAB,$SLAB,Silicon Laboratories Inc. Common Stock
SLB,$SLB,Schlumberger N.V. Common Stock
SLCA,$SLCA,U.S. Silica Holdings Inc. Common Stock
SLDP,$SLDP,Solid Power Inc. Class A Common Stock
SLF,$SLF,Sun Life Financial Inc. Common Stock
SLG,$SLG,SL Green Realty Corp Common Stock
SLGC,$SLGC,SomaLogic Inc. Class A Common Stock
SLGN,$SLGN,Silgan Holdings Inc. Common Stock
SLI,$SLI,Standard Lithium Ltd. Common Shares
SLM,$SLM,SLM Corporation Common Stock
SLMBP,$SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B
SLP,$SLP,Simulations Plus Inc. Common Stock
SLQT,$SLQT,SelectQuote Inc. Common Stock
SLRC,$SLRC,SLR Investment Corp. Common Stock
SLRN,$SLRN,ACELYRIN INC. Common Stock
SLVM,$SLVM,Sylvamo Corporation Common Stock
SM,$SM,SM Energy Company Common Stock
SMAR,$SMAR,Smartsheet Inc. Class A Common Stock
SMBC,$SMBC,Southern Missouri Bancorp Inc. Common Stock
SMBK,$SMBK,SmartFinancial Inc. Common Stock
SMCI,$SMCI,Super Micro Computer Inc. Common Stock
SMFG,$SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)
SMG,$SMG,Scotts Miracle-Gro Company (The) Common Stock
SMHI,$SMHI,SEACOR Marine Holdings Inc. Common Stock 
SMMF,$SMMF,Summit Financial Group Inc. Common Stock
SMMT,$SMMT,Summit Therapeutics Inc. Common Stock 
SMP,$SMP,Standard Motor Products Inc. Common Stock
SMPL,$SMPL,The Simply Good Foods Company Common Stock
SMR,$SMR,NuScale Power Corporation Class A Common Stock
SMRT,$SMRT,SmartRent Inc. Class A Common Stock
SMTC,$SMTC,Semtech Corporation Common Stock
SMTI,$SMTI,Sanara MedTech Inc. Common Stock
SMWB,$SMWB,Similarweb Ltd. Ordinary Shares
SNA,$SNA,Snap-On Incorporated Common Stock
SNAP,$SNAP,Snap Inc. Class A Common Stock
SNBR,$SNBR,Sleep Number Corporation Common Stock
SNCRL,$SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026
SNCY,$SNCY,Sun Country Airlines Holdings Inc. Common Stock
SNDL,$SNDL,SNDL Inc. Common Shares
SNDR,$SNDR,Schneider National Inc. Common Stock
SNDX,$SNDX,Syndax Pharmaceuticals Inc. Common Stock
SNEX,$SNEX,StoneX Group Inc. Common Stock
SNN,$SNN,Smith & Nephew SNATS Inc. Common Stock
SNOW,$SNOW,Snowflake Inc. Class A Common Stock
SNPO,$SNPO,Snap One Holdings Corp. Common Stock
SNPS,$SNPS,Synopsys Inc. Common Stock
SNV,$SNV,Synovus Financial Corp. Common Stock
SNX,$SNX,TD SYNNEX Corporation Common Stock
SNY,$SNY,Sanofi ADS
SO,$SO,Southern Company (The) Common Stock
SOFI,$SOFI,SoFi Technologies Inc. Common Stock  
SOHOB,$SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock
SOHON,$SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock
SOHOO,$SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock
SOHU,$SOHU,Sohu.com Limited American Depositary Shares
SOI,$SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock
SOJC,$SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077
SOJD,$SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080
SOJE,$SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060
SON,$SON,Sonoco Products Company Common Stock
SONO,$SONO,Sonos Inc. Common Stock
SONY,$SONY,Sony Group Corporation American Depositary Shares 
SOR,$SOR,Source Capital Inc. Common Stock
SOS,$SOS,SOS Limited American Depositary Shares
SOUN,$SOUN,SoundHound AI Inc Class A Common Stock
SOVO,$SOVO,Sovos Brands Inc. Common Stock
SP,$SP,SP Plus Corporation Common Stock
SPB,$SPB,Spectrum Brands Holdings Inc. Common Stock
SPCE,$SPCE,Virgin Galactic Holdings Inc. Common Stock
SPFI,$SPFI,South Plains Financial Inc. Common Stock
SPG,$SPG,Simon Property Group Inc. Common Stock
SPGI,$SPGI,S&P Global Inc. Common Stock
SPH,$SPH,Suburban Propane Partners L.P. Common Stock
SPHR,$SPHR,Sphere Entertainment Co. Class A Common Stock
SPLK,$SPLK,Splunk Inc. Common Stock
SPLP,$SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT
SPNS,$SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands)
SPNT,$SPNT,SiriusPoint Ltd. Common Shares
SPOT,$SPOT,Spotify Technology S.A. Ordinary Shares
SPR,$SPR,Spirit Aerosystems Holdings Inc. Common Stock
SPRY,$SPRY,ARS Pharmaceuticals Inc. Common Stock
SPSC,$SPSC,SPS Commerce Inc. Common Stock
SPT,$SPT,Sprout Social Inc Class A Common Stock
SPTN,$SPTN,SpartanNash Company Common Stock
SPWR,$SPWR,SunPower Corporation Common Stock
SPXC,$SPXC,SPX Technologies Inc. Common Stock
SQ,$SQ,Block Inc. Class A Common Stock
SQM,$SQM,Sociedad Quimica y Minera S.A. Common Stock
SQSP,$SQSP,Squarespace Inc. Class A Common Stock
SR,$SR,Spire Inc. Common Stock
SRAD,$SRAD,Sportradar Group AG Class A Ordinary Shares
SRC,$SRC,Spirit Realty Capital Inc. Common Stock
SRCE,$SRCE,1st Source Corporation Common Stock
SRCL,$SRCL,Stericycle Inc. Common Stock
SRDX,$SRDX,Surmodics Inc. Common Stock
SRE,$SRE,DBA Sempra Common Stock
SREA,$SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079
SRG,$SRG,Seritage Growth Properties Class A Common Stock
SRI,$SRI,Stoneridge Inc. Common Stock
SRPT,$SRPT,Sarepta Therapeutics Inc. Common Stock (DE)
SRRK,$SRRK,Scholar Rock Holding Corporation Common Stock
SSB,$SSB,SouthState Corporation Common Stock
SSD,$SSD,Simpson Manufacturing Company Inc. Common Stock
SSL,$SSL,Sasol Ltd. American Depositary Shares
SSNC,$SSNC,SS&C Technologies Holdings Inc. Common Stock
SSP,$SSP,E.W. Scripps Company (The) Class A Common Stock
SSRM,$SSRM,SSR Mining Inc. Common Stock
SSSSL,$SSSSL,SuRo Capital Corp. 6.00% Notes due 2026
SST,$SST,System1 Inc. Class A Common Stock
SSTK,$SSTK,Shutterstock Inc. Common Stock
SSU,$SSU,SIGNA Sports United N.V. Ordinary Share
SSYS,$SSYS,Stratasys Ltd. Ordinary Shares (Israel)
ST,$ST,Sensata Technologies Holding plc Ordinary Shares
STAA,$STAA,STAAR Surgical Company Common Stock
STAG,$STAG,Stag Industrial Inc. Common Stock
STBA,$STBA,S&T Bancorp Inc. Common Stock
STC,$STC,Stewart Information Services Corporation Common Stock
STCN,$STCN,Steel Connect Inc. Common Stock
STE,$STE,STERIS plc (Ireland) Ordinary Shares
STEL,$STEL,Stellar Bancorp Inc. Common Stock
STEM,$STEM,Stem Inc. Class A Common Stock
STEP,$STEP,StepStone Group Inc. Class A Common Stock
STER,$STER,Sterling Check Corp. Common Stock
STGW,$STGW,Stagwell Inc. Class A Common Stock
STKL,$STKL,SunOpta Inc. Common Stock
STLA,$STLA,Stellantis N.V. Common Shares
STLD,$STLD,Steel Dynamics Inc.
STM,$STM,STMicroelectronics N.V. Common Stock
STN,$STN,Stantec Inc Common Stock
STNE,$STNE,StoneCo Ltd. Class A Common Shares
STNG,$STNG,Scorpio Tankers Inc. Common Shares
STR,$STR,Sitio Royalties Corp. Class A Common Stock
STRA,$STRA,Strategic Education Inc. Common Stock
STRL,$STRL,Sterling Infrastructure Inc. Common Stock
STRRP,$STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock
STT,$STT,State Street Corporation Common Stock
STVN,$STVN,Stevanato Group S.p.A. Ordinary Shares
STWD,$STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.
STX,$STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland)
STZ,$STZ,Constellation Brands Inc. Common Stock
SU,$SU,Suncor Energy  Inc. Common Stock
SUI,$SUI,Sun Communities Inc. Common Stock
SUM,$SUM,Summit Materials Inc. Class A Common Stock
SUN,$SUN,Sunoco LP Common Units representing limited partner interests
SUPN,$SUPN,Supernus Pharmaceuticals Inc. Common Stock
SUZ,$SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share)
SVC,$SVC,Service Properties Trust Common Stock
SVM,$SVM,Silvercorp Metals Inc. Common Shares
SVRA,$SVRA,Savara Inc. Common Stock
SWAV,$SWAV,ShockWave Medical Inc. Common Stock
SWBI,$SWBI,Smith & Wesson Brands Inc. Common Stock
SWI,$SWI,SolarWinds Corporation Common Stock
SWIM,$SWIM,Latham Group Inc. Common Stock
SWK,$SWK,Stanley Black & Decker Inc. Common Stock
SWKS,$SWKS,Skyworks Solutions Inc. Common Stock
SWN,$SWN,Southwestern Energy Company Common Stock
SWTX,$SWTX,SpringWorks Therapeutics Inc. Common Stock
SWX,$SWX,Southwest Gas Holdings Inc. Common Stock (DE)
SXC,$SXC,SunCoke Energy Inc. Common Stock
SXI,$SXI,Standex International Corporation Common Stock
SXT,$SXT,Sensient Technologies Corporation Common Stock
SYBT,$SYBT,Stock Yards Bancorp Inc. Common Stock
SYF,$SYF,Synchrony Financial Common Stock
SYK,$SYK,Stryker Corporation Common Stock
SYM,$SYM,Symbotic Inc. Class A Common Stock
SYNA,$SYNA,Synaptics Incorporated Common Stock $0.001 Par Value
SYNH,$SYNH,Syneos Health Inc. Class A Common Stock
SYT,$SYT,SYLA Technologies Co. Ltd. American Depositary Shares
SYY,$SYY,Sysco Corporation Common Stock
$T,$T,AT&T Inc.
TAC,$TAC,TransAlta Corporation Ordinary Shares
TAK,$TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)
TAL,$TAL,TAL Education Group American Depositary Shares
TALO,$TALO,Talos Energy Inc. Common Stock
TAP,$TAP,Molson Coors Beverage Company Class B Common Stock
TARO,$TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares
TARS,$TARS,Tarsus Pharmaceuticals Inc. Common Stock
TASK,$TASK,TaskUs Inc. Class A Common Stock
TAST,$TAST,Carrols Restaurant Group Inc. Common Stock
TBB,$TBB,AT&T Inc. 5.350% Global Notes due 2066
TBBK,$TBBK,The Bancorp Inc Common Stock
TBC,$TBC,AT&T Inc. 5.625% Global Notes due 2067
TBI,$TBI,TrueBlue Inc. Common Stock
TBLA,$TBLA,Taboola.com Ltd. Ordinary Shares
TBLD,$TBLD,Thornburg Income Builder Opportunities Trust Common Stock
TBPH,$TBPH,Theravance Biopharma Inc. Ordinary Shares
TCBI,$TCBI,Texas Capital Bancshares Inc. Common Stock
TCBIO,$TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B
TCBK,$TCBK,TriCo Bancshares Common Stock
TCI,$TCI,Transcontinental Realty Investors Inc. Common Stock
TCMD,$TCMD,Tactile Systems Technology Inc. Common Stock
TCN,$TCN,Tricon Residential Inc. Common Shares
TCOM,$TCOM,Trip.com Group Limited American Depositary Shares
TCPC,$TCPC,BlackRock TCP Capital Corp. Common Stock
TCX,$TCX,Tucows Inc. Class A Common Stock
TD,$TD,Toronto Dominion Bank (The) Common Stock
TDC,$TDC,Teradata Corporation Common Stock
TDCX,$TDCX,TDCX Inc. American Depositary Shares each representing one Class A ordinary share
TDG,$TDG,Transdigm Group Incorporated Common Stock
TDOC,$TDOC,Teladoc Health Inc. Common Stock
TDS,$TDS,Telephone and Data Systems Inc. Common Shares
TDUP,$TDUP,ThredUp Inc. Class A Common Stock
TDW,$TDW,Tidewater Inc. Common Stock
TDY,$TDY,Teledyne Technologies Incorporated Common Stock
TEAM,$TEAM,Atlassian Corporation Class A Common Stock
TECH,$TECH,Bio-Techne Corp Common Stock
TECK,$TECK,Teck Resources Ltd Ordinary Shares
TEF,$TEF,Telefonica SA Common Stock
TEL,$TEL,TE Connectivity Ltd. New Switzerland Registered Shares
TELL,$TELL,Tellurian Inc. Common Stock
TELZ,$TELZ,Tellurian Inc. 8.25% Senior Notes due 2028
TENB,$TENB,Tenable Holdings Inc. Common Stock
TEO,$TEO,Telecom Argentina SA
TER,$TER,Teradyne Inc. Common Stock
TERN,$TERN,Terns Pharmaceuticals Inc. Common Stock
TEVA,$TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares
TEX,$TEX,Terex Corporation Common Stock
TFC,$TFC,Truist Financial Corporation Common Stock
TFII,$TFII,TFI International Inc. Common Shares
TFIN,$TFIN,Triumph Financial Inc. Common Stock
TFINP,$TFINP,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock
TFPM,$TFPM,Triple Flag Precious Metals Corp. Common Shares
TFSL,$TFSL,TFS Financial Corporation Common Stock
TFX,$TFX,Teleflex Incorporated Common Stock
TGB,$TGB,Taseko Mines Ltd. Common Stock
TGH,$TGH,Textainer Group Holdings Limited Common Shares
TGI,$TGI,Triumph Group Inc. Common Stock
TGLS,$TGLS,Tecnoglass Inc. Ordinary Shares
TGNA,$TGNA,TEGNA Inc
TGS,$TGS,Transportadora de Gas del Sur SA TGS Common Stock
TGT,$TGT,Target Corporation Common Stock
TGTX,$TGTX,TG Therapeutics Inc. Common Stock
TH,$TH,Target Hospitality Corp. Common Stock
THC,$THC,Tenet Healthcare Corporation Common Stock
THCH,$THCH,TH International Limited Ordinary shares
THFF,$THFF,First Financial Corporation Indiana Common Stock
THG,$THG,Hanover Insurance Group Inc
THO,$THO,Thor Industries Inc. Common Stock
THR,$THR,Thermon Group Holdings Inc. Common Stock
THRM,$THRM,Gentherm Inc Common Stock
THRN,$THRN,Thorne Healthtech Inc. Common Stock
THRY,$THRY,Thryv Holdings Inc. Common Stock
THS,$THS,Treehouse Foods Inc. Common Stock
TIGO,$TIGO,Millicom International Cellular S.A. Common Stock
